كَتَبَ	كتب	kátaba
أَوَلِتَكْتُبْنَكِ	أولتكتبنك	ʾawalitaktúbnaki
أَوَلِتَكْتُبْنَكُمْ	أولتكتبنكم	ʾawalitaktúbnakum
أَوَلِتَكْتُبْنَكُمَا	أولتكتبنكما	ʾawalitaktubnákuma̱
أَوَلِتَكْتُبْنَهَا	أولتكتبنها	ʾawalitaktúbnaha̱
أَوَلِتَكْتُبْنَهُ	أولتكتبنه	ʾawalitaktúbnahu
أَوَلِتَكْتُبْنَهُمْ	أولتكتبنهم	ʾawalitaktúbnahum
أَوَلِتَكْتُبْنَهُمَا	أولتكتبنهما	ʾawalitaktubnáhuma̱
أَوَلِتَكْتُبْنَهُنَّ	أولتكتبنهن	ʾawalitaktubnahúnna
أَوَلِتَكْتُبْنَكُنَّ	أولتكتبنكن	ʾawalitaktubnakúnna
أَفَلِتَكْتُبْنَ	أفلتكتبن	ʾafalitaktúbna
أَفَلِتَكْتُبْنَنِي	أفلتكتبنني	ʾafalitaktúbnani̱
أَفَلِتَكْتُبْنَنَا	أفلتكتبننا	ʾafalitaktúbnana̱
أَفَلِتَكْتُبْنَكَ	أفلتكتبنك	ʾafalitaktúbnaka
أَفَلِتَكْتُبْنَكِ	أفلتكتبنك	ʾafalitaktúbnaki
أَفَلِتَكْتُبْنَكُمْ	أفلتكتبنكم	ʾafalitaktúbnakum
أَفَلِتَكْتُبْنَكُمَا	أفلتكتبنكما	ʾafalitaktubnákuma̱
أَفَلِتَكْتُبْنَهَا	أفلتكتبنها	ʾafalitaktúbnaha̱
أَفَلِتَكْتُبْنَهُ	أفلتكتبنه	ʾafalitaktúbnahu
أَفَلِتَكْتُبْنَهُمْ	أفلتكتبنهم	ʾafalitaktúbnahum
أَفَلِتَكْتُبْنَهُمَا	أفلتكتبنهما	ʾafalitaktubnáhuma̱
أَفَلِتَكْتُبْنَهُنَّ	أفلتكتبنهن	ʾafalitaktubnahúnna
أَفَلِتَكْتُبْنَكُنَّ	أفلتكتبنكن	ʾafalitaktubnakúnna
تَكْتُبُوا	تكتبوا	táktubu̱
تَكْتُبُونِي	تكتبوني	taktubū́ni̱
تَكْتُبُونَا	تكتبونا	taktubū́na̱
تَكْتُبُوكُمْ	تكتبوكم	taktubū́kum
تَكْتُبُوهَا	تكتبوها	taktubū́ha̱
تَكْتُبُوهُ	تكتبوه	taktubū́hu
تَكْتُبُوهُمْ	تكتبوهم	taktubū́hum
تَكْتُبُوهُمَا	تكتبوهما	taktubū́huma̱
تَكْتُبُوهُنَّ	تكتبوهن	taktubūhúnna
تَكْتُبُوكُنَّ	تكتبوكن	taktubūkúnna
وَتَكْتُبُوا	وتكتبوا	watáktubu̱
وَتَكْتُبُونِي	وتكتبوني	wataktubū́ni̱
وَتَكْتُبُونَا	وتكتبونا	wataktubū́na̱
وَتَكْتُبُوكُمْ	وتكتبوكم	wataktubū́kum
وَتَكْتُبُوهَا	وتكتبوها	wataktubū́ha̱
وَتَكْتُبُوهُ	وتكتبوه	wataktubū́hu
وَتَكْتُبُوهُمْ	وتكتبوهم	wataktubū́hum
وَتَكْتُبُوهُمَا	وتكتبوهما	wataktubū́huma̱
وَتَكْتُبُوهُنَّ	وتكتبوهن	wataktubūhúnna
وَتَكْتُبُوكُنَّ	وتكتبوكن	wataktubūkúnna
فَتَكْتُبُوا	فتكتبوا	fatáktubu̱
فَتَكْتُبُونِي	فتكتبوني	fataktubū́ni̱
فَتَكْتُبُونَا	فتكتبونا	fataktubū́na̱
فَتَكْتُبُوكُمْ	فتكتبوكم	fataktubū́kum
فَتَكْتُبُوهَا	فتكتبوها	fataktubū́ha̱
فَتَكْتُبُوهُ	فتكتبوه	fataktubū́hu
فَتَكْتُبُوهُمْ	فتكتبوهم	fataktubū́hum
فَتَكْتُبُوهُمَا	فتكتبوهما	fataktubū́huma̱
فَتَكْتُبُوهُنَّ	فتكتبوهن	fataktubūhúnna
فَتَكْتُبُوكُنَّ	فتكتبوكن	fataktubūkúnna
وَلْتَكْتُبُوا	ولتكتبوا	waltáktubu̱
وَلْتَكْتُبُونِي	ولتكتبوني	waltaktubū́ni̱
وَلْتَكْتُبُونَا	ولتكتبونا	waltaktubū́na̱
وَلْتَكْتُبُوكُمْ	ولتكتبوكم	waltaktubū́kum
وَلْتَكْتُبُوهَا	ولتكتبوها	waltaktubū́ha̱
وَلْتَكْتُبُوهُ	ولتكتبوه	waltaktubū́hu
وَلْتَكْتُبُوهُمْ	ولتكتبوهم	waltaktubū́hum
وَلْتَكْتُبُوهُمَا	ولتكتبوهما	waltaktubū́huma̱
وَلْتَكْتُبُوهُنَّ	ولتكتبوهن	waltaktubūhúnna
وَلْتَكْتُبُوكُنَّ	ولتكتبوكن	waltaktubūkúnna
فَلْتَكْتُبُوا	فلتكتبوا	faltáktubu̱
فَلْتَكْتُبُونِي	فلتكتبوني	faltaktubū́ni̱
فَلْتَكْتُبُونَا	فلتكتبونا	faltaktubū́na̱
فَلْتَكْتُبُوكُمْ	فلتكتبوكم	faltaktubū́kum
فَلْتَكْتُبُوهَا	فلتكتبوها	faltaktubū́ha̱
فَلْتَكْتُبُوهُ	فلتكتبوه	faltaktubū́hu
فَلْتَكْتُبُوهُمْ	فلتكتبوهم	faltaktubū́hum
فَلْتَكْتُبُوهُمَا	فلتكتبوهما	faltaktubū́huma̱
فَلْتَكْتُبُوهُنَّ	فلتكتبوهن	faltaktubūhúnna
فَلْتَكْتُبُوكُنَّ	فلتكتبوكن	faltaktubūkúnna
لِتَكْتُبُوا	لتكتبوا	litáktubu̱
لِتَكْتُبُونِي	لتكتبوني	litaktubū́ni̱
لِتَكْتُبُونَا	لتكتبونا	litaktubū́na̱
لِتَكْتُبُوكُمْ	لتكتبوكم	litaktubū́kum
لِتَكْتُبُوهَا	لتكتبوها	litaktubū́ha̱
لِتَكْتُبُوهُ	لتكتبوه	litaktubū́hu
لِتَكْتُبُوهُمْ	لتكتبوهم	litaktubū́hum
لِتَكْتُبُوهُمَا	لتكتبوهما	litaktubū́huma̱
لِتَكْتُبُوهُنَّ	لتكتبوهن	litaktubūhúnna
لِتَكْتُبُوكُنَّ	لتكتبوكن	litaktubūkúnna
وَلِتَكْتُبُوا	ولتكتبوا	walitáktubu̱
وَلِتَكْتُبُونِي	ولتكتبوني	walitaktubū́ni̱
وَلِتَكْتُبُونَا	ولتكتبونا	walitaktubū́na̱
وَلِتَكْتُبُوكُمْ	ولتكتبوكم	walitaktubū́kum
وَلِتَكْتُبُوهَا	ولتكتبوها	walitaktubū́ha̱
وَلِتَكْتُبُوهُ	ولتكتبوه	walitaktubū́hu
وَلِتَكْتُبُوهُمْ	ولتكتبوهم	walitaktubū́hum
وَلِتَكْتُبُوهُمَا	ولتكتبوهما	walitaktubū́huma̱
وَلِتَكْتُبُوهُنَّ	ولتكتبوهن	walitaktubūhúnna
وَلِتَكْتُبُوكُنَّ	ولتكتبوكن	walitaktubūkúnna
فَلِتَكْتُبُوا	فلتكتبوا	falitáktubu̱
فَلِتَكْتُبُونِي	فلتكتبوني	falitaktubū́ni̱
فَلِتَكْتُبُونَا	فلتكتبونا	falitaktubū́na̱
فَلِتَكْتُبُوكُمْ	فلتكتبوكم	falitaktubū́kum
فَلِتَكْتُبُوهَا	فلتكتبوها	falitaktubū́ha̱
فَلِتَكْتُبُوهُ	فلتكتبوه	falitaktubū́hu
فَلِتَكْتُبُوهُمْ	فلتكتبوهم	falitaktubū́hum
فَلِتَكْتُبُوهُمَا	فلتكتبوهما	falitaktubū́huma̱
فَلِتَكْتُبُوهُنَّ	فلتكتبوهن	falitaktubūhúnna
فَلِتَكْتُبُوكُنَّ	فلتكتبوكن	falitaktubūkúnna
أَلِتَكْتُبُوا	ألتكتبوا	ʾalitáktubu̱
أَلِتَكْتُبُونِي	ألتكتبوني	ʾalitaktubū́ni̱
أَلِتَكْتُبُونَا	ألتكتبونا	ʾalitaktubū́na̱
أَلِتَكْتُبُوكُمْ	ألتكتبوكم	ʾalitaktubū́kum
أَلِتَكْتُبُوهَا	ألتكتبوها	ʾalitaktubū́ha̱
أَلِتَكْتُبُوهُ	ألتكتبوه	ʾalitaktubū́hu
أَلِتَكْتُبُوهُمْ	ألتكتبوهم	ʾalitaktubū́hum
أَلِتَكْتُبُوهُمَا	ألتكتبوهما	ʾalitaktubū́huma̱
أَلِتَكْتُبُوهُنَّ	ألتكتبوهن	ʾalitaktubūhúnna
أَلِتَكْتُبُوكُنَّ	ألتكتبوكن	ʾalitaktubūkúnna
أَوَلِتَكْتُبُوا	أولتكتبوا	ʾawalitáktubu̱
أَوَلِتَكْتُبُونِي	أولتكتبوني	ʾawalitaktubū́ni̱
أَوَلِتَكْتُبُونَا	أولتكتبونا	ʾawalitaktubū́na̱
أَوَلِتَكْتُبُوكُمْ	أولتكتبوكم	ʾawalitaktubū́kum
أَوَلِتَكْتُبُوهَا	أولتكتبوها	ʾawalitaktubū́ha̱
أَوَلِتَكْتُبُوهُ	أولتكتبوه	ʾawalitaktubū́hu
أَوَلِتَكْتُبُوهُمْ	أولتكتبوهم	ʾawalitaktubū́hum
أَوَلِتَكْتُبُوهُمَا	أولتكتبوهما	ʾawalitaktubū́huma̱
أَوَلِتَكْتُبُوهُنَّ	أولتكتبوهن	ʾawalitaktubūhúnna
أَوَلِتَكْتُبُوكُنَّ	أولتكتبوكن	ʾawalitaktubūkúnna
أَفَلِتَكْتُبُوا	أفلتكتبوا	ʾafalitáktubu̱
أَفَلِتَكْتُبُونِي	أفلتكتبوني	ʾafalitaktubū́ni̱
أَفَلِتَكْتُبُونَا	أفلتكتبونا	ʾafalitaktubū́na̱
أَفَلِتَكْتُبُوكُمْ	أفلتكتبوكم	ʾafalitaktubū́kum
أَفَلِتَكْتُبُوهَا	أفلتكتبوها	ʾafalitaktubū́ha̱
أَفَلِتَكْتُبُوهُ	أفلتكتبوه	ʾafalitaktubū́hu
أَفَلِتَكْتُبُوهُمْ	أفلتكتبوهم	ʾafalitaktubū́hum
أَفَلِتَكْتُبُوهُمَا	أفلتكتبوهما	ʾafalitaktubū́huma̱
أَفَلِتَكْتُبُوهُنَّ	أفلتكتبوهن	ʾafalitaktubūhúnna
أَفَلِتَكْتُبُوكُنَّ	أفلتكتبوكن	ʾafalitaktubūkúnna
تَكْتُبِي	تكتبي	táktubi̱
تَكْتُبِينِي	تكتبيني	taktubī́ni̱
تَكْتُبِينَا	تكتبينا	taktubī́na̱
تَكْتُبِيكِ	تكتبيك	taktubī́ki
تَكْتُبِيكُمَا	تكتبيكما	taktubī́kuma̱
تَكْتُبِيهَا	تكتبيها	taktubī́ha̱
تَكْتُبِيهِ	تكتبيه	taktubī́hi
تَكْتُبِيهِمْ	تكتبيهم	taktubī́him
تَكْتُبِيهِمَا	تكتبيهما	taktubī́hima̱
تَكْتُبِيهِنَّ	تكتبيهن	taktubīhínna
تَكْتُبِيكُنَّ	تكتبيكن	taktubīkúnna
وَتَكْتُبِي	وتكتبي	watáktubi̱
وَتَكْتُبِينِي	وتكتبيني	wataktubī́ni̱
وَتَكْتُبِينَا	وتكتبينا	wataktubī́na̱
وَتَكْتُبِيكِ	وتكتبيك	wataktubī́ki
وَتَكْتُبِيكُمَا	وتكتبيكما	wataktubī́kuma̱
وَتَكْتُبِيهَا	وتكتبيها	wataktubī́ha̱
وَتَكْتُبِيهِ	وتكتبيه	wataktubī́hi
وَتَكْتُبِيهِمْ	وتكتبيهم	wataktubī́him
وَتَكْتُبِيهِمَا	وتكتبيهما	wataktubī́hima̱
وَتَكْتُبِيهِنَّ	وتكتبيهن	wataktubīhínna
وَتَكْتُبِيكُنَّ	وتكتبيكن	wataktubīkúnna
فَتَكْتُبِي	فتكتبي	fatáktubi̱
فَتَكْتُبِينِي	فتكتبيني	fataktubī́ni̱
فَتَكْتُبِينَا	فتكتبينا	fataktubī́na̱
فَتَكْتُبِيكِ	فتكتبيك	fataktubī́ki
فَتَكْتُبِيكُمَا	فتكتبيكما	fataktubī́kuma̱
فَتَكْتُبِيهَا	فتكتبيها	fataktubī́ha̱
فَتَكْتُبِيهِ	فتكتبيه	fataktubī́hi
فَتَكْتُبِيهِمْ	فتكتبيهم	fataktubī́him
فَتَكْتُبِيهِمَا	فتكتبيهما	fataktubī́hima̱
فَتَكْتُبِيهِنَّ	فتكتبيهن	fataktubīhínna
فَتَكْتُبِيكُنَّ	فتكتبيكن	fataktubīkúnna
وَلْتَكْتُبِي	ولتكتبي	waltáktubi̱
وَلْتَكْتُبِينِي	ولتكتبيني	waltaktubī́ni̱
وَلْتَكْتُبِينَا	ولتكتبينا	waltaktubī́na̱
وَلْتَكْتُبِيكِ	ولتكتبيك	waltaktubī́ki
وَلْتَكْتُبِيكُمَا	ولتكتبيكما	waltaktubī́kuma̱
وَلْتَكْتُبِيهَا	ولتكتبيها	waltaktubī́ha̱
وَلْتَكْتُبِيهِ	ولتكتبيه	waltaktubī́hi
وَلْتَكْتُبِيهِمْ	ولتكتبيهم	waltaktubī́him
وَلْتَكْتُبِيهِمَا	ولتكتبيهما	waltaktubī́hima̱
وَلْتَكْتُبِيهِنَّ	ولتكتبيهن	waltaktubīhínna
وَلْتَكْتُبِيكُنَّ	ولتكتبيكن	waltaktubīkúnna
فَلْتَكْتُبِي	فلتكتبي	faltáktubi̱
فَلْتَكْتُبِينِي	فلتكتبيني	faltaktubī́ni̱
فَلْتَكْتُبِينَا	فلتكتبينا	faltaktubī́na̱
فَلْتَكْتُبِيكِ	فلتكتبيك	faltaktubī́ki
فَلْتَكْتُبِيكُمَا	فلتكتبيكما	faltaktubī́kuma̱
فَلْتَكْتُبِيهَا	فلتكتبيها	faltaktubī́ha̱
فَلْتَكْتُبِيهِ	فلتكتبيه	faltaktubī́hi
فَلْتَكْتُبِيهِمْ	فلتكتبيهم	faltaktubī́him
فَلْتَكْتُبِيهِمَا	فلتكتبيهما	faltaktubī́hima̱
فَلْتَكْتُبِيهِنَّ	فلتكتبيهن	faltaktubīhínna
فَلْتَكْتُبِيكُنَّ	فلتكتبيكن	faltaktubīkúnna
لِتَكْتُبِي	لتكتبي	litáktubi̱
لِتَكْتُبِينِي	لتكتبيني	litaktubī́ni̱
لِتَكْتُبِينَا	لتكتبينا	litaktubī́na̱
لِتَكْتُبِيكِ	لتكتبيك	litaktubī́ki
لِتَكْتُبِيكُمَا	لتكتبيكما	litaktubī́kuma̱
لِتَكْتُبِيهَا	لتكتبيها	litaktubī́ha̱
لِتَكْتُبِيهِ	لتكتبيه	litaktubī́hi
لِتَكْتُبِيهِمْ	لتكتبيهم	litaktubī́him
لِتَكْتُبِيهِمَا	لتكتبيهما	litaktubī́hima̱
لِتَكْتُبِيهِنَّ	لتكتبيهن	litaktubīhínna
لِتَكْتُبِيكُنَّ	لتكتبيكن	litaktubīkúnna
وَلِتَكْتُبِي	ولتكتبي	walitáktubi̱
وَلِتَكْتُبِينِي	ولتكتبيني	walitaktubī́ni̱
وَلِتَكْتُبِينَا	ولتكتبينا	walitaktubī́na̱
وَلِتَكْتُبِيكِ	ولتكتبيك	walitaktubī́ki
وَلِتَكْتُبِيكُمَا	ولتكتبيكما	walitaktubī́kuma̱
وَلِتَكْتُبِيهَا	ولتكتبيها	walitaktubī́ha̱
وَلِتَكْتُبِيهِ	ولتكتبيه	walitaktubī́hi
وَلِتَكْتُبِيهِمْ	ولتكتبيهم	walitaktubī́him
وَلِتَكْتُبِيهِمَا	ولتكتبيهما	walitaktubī́hima̱
وَلِتَكْتُبِيهِنَّ	ولتكتبيهن	walitaktubīhínna
وَلِتَكْتُبِيكُنَّ	ولتكتبيكن	walitaktubīkúnna
فَلِتَكْتُبِي	فلتكتبي	falitáktubi̱
فَلِتَكْتُبِينِي	فلتكتبيني	falitaktubī́ni̱
فَلِتَكْتُبِينَا	فلتكتبينا	falitaktubī́na̱
فَلِتَكْتُبِيكِ	فلتكتبيك	falitaktubī́ki
فَلِتَكْتُبِيكُمَا	فلتكتبيكما	falitaktubī́kuma̱
فَلِتَكْتُبِيهَا	فلتكتبيها	falitaktubī́ha̱
فَلِتَكْتُبِيهِ	فلتكتبيه	falitaktubī́hi
فَلِتَكْتُبِيهِمْ	فلتكتبيهم	falitaktubī́him
فَلِتَكْتُبِيهِمَا	فلتكتبيهما	falitaktubī́hima̱
فَلِتَكْتُبِيهِنَّ	فلتكتبيهن	falitaktubīhínna
فَلِتَكْتُبِيكُنَّ	فلتكتبيكن	falitaktubīkúnna
أَلِتَكْتُبِي	ألتكتبي	ʾalitáktubi̱
أَلِتَكْتُبِينِي	ألتكتبيني	ʾalitaktubī́ni̱
أَلِتَكْتُبِينَا	ألتكتبينا	ʾalitaktubī́na̱
أَلِتَكْتُبِيكِ	ألتكتبيك	ʾalitaktubī́ki
أَلِتَكْتُبِيكُمَا	ألتكتبيكما	ʾalitaktubī́kuma̱
أَلِتَكْتُبِيهَا	ألتكتبيها	ʾalitaktubī́ha̱
أَلِتَكْتُبِيهِ	ألتكتبيه	ʾalitaktubī́hi
أَلِتَكْتُبِيهِمْ	ألتكتبيهم	ʾalitaktubī́him
أَلِتَكْتُبِيهِمَا	ألتكتبيهما	ʾalitaktubī́hima̱
أَلِتَكْتُبِيهِنَّ	ألتكتبيهن	ʾalitaktubīhínna
أَلِتَكْتُبِيكُنَّ	ألتكتبيكن	ʾalitaktubīkúnna
أَوَلِتَكْتُبِي	أولتكتبي	ʾawalitáktubi̱
أَوَلِتَكْتُبِينِي	أولتكتبيني	ʾawalitaktubī́ni̱
أَوَلِتَكْتُبِينَا	أولتكتبينا	ʾawalitaktubī́na̱
أَوَلِتَكْتُبِيكِ	أولتكتبيك	ʾawalitaktubī́ki
أَوَلِتَكْتُبِيكُمَا	أولتكتبيكما	ʾawalitaktubī́kuma̱
أَوَلِتَكْتُبِيهَا	أولتكتبيها	ʾawalitaktubī́ha̱
أَوَلِتَكْتُبِيهِ	أولتكتبيه	ʾawalitaktubī́hi
أَوَلِتَكْتُبِيهِمْ	أولتكتبيهم	ʾawalitaktubī́him
أَوَلِتَكْتُبِيهِمَا	أولتكتبيهما	ʾawalitaktubī́hima̱
أَوَلِتَكْتُبِيهِنَّ	أولتكتبيهن	ʾawalitaktubīhínna
أَوَلِتَكْتُبِيكُنَّ	أولتكتبيكن	ʾawalitaktubīkúnna
أَفَلِتَكْتُبِي	أفلتكتبي	ʾafalitáktubi̱
أَفَلِتَكْتُبِينِي	أفلتكتبيني	ʾafalitaktubī́ni̱
أَفَلِتَكْتُبِينَا	أفلتكتبينا	ʾafalitaktubī́na̱
أَفَلِتَكْتُبِيكِ	أفلتكتبيك	ʾafalitaktubī́ki
أَفَلِتَكْتُبِيكُمَا	أفلتكتبيكما	ʾafalitaktubī́kuma̱
أَفَلِتَكْتُبِيهَا	أفلتكتبيها	ʾafalitaktubī́ha̱
أَفَلِتَكْتُبِيهِ	أفلتكتبيه	ʾafalitaktubī́hi
أَفَلِتَكْتُبِيهِمْ	أفلتكتبيهم	ʾafalitaktubī́him
أَفَلِتَكْتُبِيهِمَا	أفلتكتبيهما	ʾafalitaktubī́hima̱
أَفَلِتَكْتُبِيهِنَّ	أفلتكتبيهن	ʾafalitaktubīhínna
أَفَلِتَكْتُبِيكُنَّ	أفلتكتبيكن	ʾafalitaktubīkúnna
يَكْتُبْ	يكتب	yáktub
يَكْتُبْنِي	يكتبني	yaktúbni̱
يَكْتُبْنَا	يكتبنا	yaktúbna̱
يَكْتُبْكَ	يكتبك	yaktúbka
يَكْتُبْكِ	يكتبك	yaktúbki
يَكْتُبْكُمْ	يكتبكم	yaktúbkum
يَكْتُبْكُمَا	يكتبكما	yaktúbkuma̱
يَكْتُبْهَا	يكتبها	yaktúbha̱
يَكْتُبْهُ	يكتبه	yaktúbhu
يَكْتُبْهُمْ	يكتبهم	yaktúbhum
يَكْتُبْهُمَا	يكتبهما	yaktúbhuma̱
يَكْتُبْهُنَّ	يكتبهن	yaktubhúnna
يَكْتُبْكُنَّ	يكتبكن	yaktubkúnna
وَيَكْتُبْ	ويكتب	wayáktub
وَيَكْتُبْنِي	ويكتبني	wayaktúbni̱
وَيَكْتُبْنَا	ويكتبنا	wayaktúbna̱
وَيَكْتُبْكَ	ويكتبك	wayaktúbka
وَيَكْتُبْكِ	ويكتبك	wayaktúbki
وَيَكْتُبْكُمْ	ويكتبكم	wayaktúbkum
وَيَكْتُبْكُمَا	ويكتبكما	wayaktúbkuma̱
وَيَكْتُبْهَا	ويكتبها	wayaktúbha̱
وَيَكْتُبْهُ	ويكتبه	wayaktúbhu
وَيَكْتُبْهُمْ	ويكتبهم	wayaktúbhum
وَيَكْتُبْهُمَا	ويكتبهما	wayaktúbhuma̱
وَيَكْتُبْهُنَّ	ويكتبهن	wayaktubhúnna
وَيَكْتُبْكُنَّ	ويكتبكن	wayaktubkúnna
فَيَكْتُبْ	فيكتب	fayáktub
فَيَكْتُبْنِي	فيكتبني	fayaktúbni̱
فَيَكْتُبْنَا	فيكتبنا	fayaktúbna̱
فَيَكْتُبْكَ	فيكتبك	fayaktúbka
فَيَكْتُبْكِ	فيكتبك	fayaktúbki
فَيَكْتُبْكُمْ	فيكتبكم	fayaktúbkum
فَيَكْتُبْكُمَا	فيكتبكما	fayaktúbkuma̱
فَيَكْتُبْهَا	فيكتبها	fayaktúbha̱
فَيَكْتُبْهُ	فيكتبه	fayaktúbhu
